transaction_number,customer_number,item_name,sale_amount
6457,876,FRAPPE,331
8441,260,DARK COLD COFFEE,229
28307,7921,MISCELLANEOUS,68
3947,5256,DARK COLD COFFEE,189
23957,3685,MISCELLANEOUS,0
13725,9742,CHEESE SLICE,41
11155,155,FRAPPE,260
1651,3036,CHEESE SLICE,178.5
1033,911,MISCELLANEOUS,97
31939,97,FRAPPE,34
23333,4673,FRAPPE,300
1311,9656,VANILLA ICE CREAMS,522.5
19471,7576,MISCELLANEOUS,37.5
12805,7520,FOOD100,130
13613,762,ARABIAN HOT COFFEE,160
29311,3689,MISCELLANEOUS,326
24921,7982,FLAVOURED TEA11,339
5493,10460,AMERICAN HOT COFFEE,122
5531,10570,FOOD120,2156.5
31701,3339,AMERICAN HOT COFFEE,55
29609,2782,FRAPPE,308
25839,2423,AMERICAN HOT COFFEE,157
26737,9049,FRAPPE,151
15963,1612,COMBO32,190.5
5117,4146,AMERICAN HOT COFFEE,105
28055,5325,FRAPPE,75.5
16501,1969,ADD ON ESPRESSO,164.5
33847,1068,MISCELLANEOUS,349
19709,3321,ADD ON ESPRESSO,545
16849,9750,FOOD29,56
8661,8140,FOOD83,37
30765,6688,CHEESE SLICE,520.5
6685,1352,REGULAR HOT COFFEE,294
25489,1413,DARK HOT COFFEE,891.5
24291,3791,LATTE HOT COFFEE,21
10231,222,MISCELLANEOUS,371.5
23091,1274,AMERICAN HOT COFFEE,156.5
7955,7595,FRAPPE,104
25957,9536,HOT CAPPUCCINO,182
3759,7840,MISCELLANEOUS,87
27517,5460,AMERICAN HOT COFFEE,115.5
20519,4632,FOOD10,166
32923,4474,FOOD113,1078
30407,7520,FRAPPE,300
33967,9778,FLAVOURED HTO COFFEE,103.5
12355,3378,FOOD139,617.5
28855,10207,COFFEE POWDER TYPE8,26
8887,8484,MILKSHAKE,932.5
7561,5033,FOOD36,57
22773,10472,FOOD33,754
10579,8711,SUPER COLD COFFEE,62.5
29035,8970,FLAVOURED FRAPPE,292.5
34275,8084,HOT LATTE,155.5
25495,6136,VANILLA ICE CREAMS,332.5
23353,2243,FRAPPE,346.5
8801,8738,FOOD7,337
19725,9020,MISCELLANEOUS,146.5
24443,9127,COMBO6,227.5
29517,5184,FOOD133,427.5
3811,9642,AMERICAN HOT COFFEE,61.5
31487,5657,FLAVOURED HTO COFFEE,292
8385,4586,FOOD61,451.5
20209,4718,MISCELLANEOUS,887
18291,8750,FRAPPE,81.5
2705,10511,MISCELLANEOUS,198.5
11887,1445,FLAVOURED HOT COFFEE,73
28731,3633,FRAPPE,43.5
627,8710,WHIPPED CREAM,505
4979,6249,MILKSHAKE,306.5
31797,8768,FLAVOURED TEA20,412.5
22085,1171,FOOD5,161.5
34547,6064,COMBO24,179.5
3587,7678,AMERICAN HOT COFFEE,400
26799,909,MILKSHAKE,459
18091,1450,CHEESE SLICE,448.5
15815,1771,TOPPING,153.5
16647,714,FRAPPE,86.5
1337,5089,TOPPING SYRUPS,248
30925,8066,FRAPPE,210
4031,862,AMERICAN HOT COFFEE,115.5
8205,10385,TOPPING SYRUPS,368
13437,3825,ADD ON ESPRESSO,28
26351,5800,MISCELLANEOUS,39.5
5177,10297,MISCELLANEOUS,339
3519,9941,REGULAR HOT COFFEE,66
15521,759,FOOD16,308
26655,9197,HOT LATTE,1344.5
32443,674,FOOD1,234.5
20221,10189,MISCELLANEOUS,491
23039,3098,FOOD10,341.5
24641,3378,FRAPPE,409.5
8055,68,ICE CREAM8,260
11207,9374,LATTE HOT COFFEE,85.5
8655,7786,COMBO6,188.5
5787,6275,MISCELLANEOUS,284.5
9031,8128,FOOD100,75.5
11119,3539,FOOD99,192.5
24445,2136,CHEESE SLICE,223.5
21895,90,MILKSHAKE,153
31819,7838,CHEESE SLICE,310.5
7949,2709,MISCELLANEOUS,426.5
8169,652,CHOCOLATE ICE CREAMS,30
22987,7278,MISCELLANEOUS,85
6737,1418,FRAPPE,1689.5
33649,3350,CHEESE SLICE,239
30179,842,VANILLA ICE CREAMS,583.5
32047,6664,FRAPPE,167.5
33555,6531,HOT CAPPUCCINO,75
13481,1375,FOOD136,253
32473,4805,FLAVOURED TEA11,173.5
22307,3092,MISCELLANEOUS,308.5
6459,6889,AMERICAN HOT COFFEE,232.5
14107,10706,REGULAR HOT COFFEE,200.5
12579,2532,HOT CHOCOLATE,109
19561,10302,AMERICAN HOT COFFEE,526
17583,1159,AMERICAN HOT COFFEE,0
3407,3745,ESPRESSO HOT COFFEE,54.5
34555,7414,VANILLA ICE CREAMS,324.5
7735,3812,VEGAN COLD COFFEE,176
27161,4564,REGULAR HOT COFFEE,180
4117,3002,AMERICAN HOT COFFEE,61.5
6183,1293,COOL BLUE,352
8771,2453,AMERICAN HOT COFFEE,301
17929,6810,MISCELLANEOUS,7
24325,7976,WHIPPED CREAM,379.5
2981,7273,VANILLA ICE CREAMS,325
27967,4425,FOOD5,98
2221,2020,#N/A,220
4877,193,BIG LATTE,188
2735,3828,MISCELLANEOUS,101.5
29809,8486,MISCELLANEOUS,736
23691,10288,COMBO134,0
14709,9263,LATTE HOT COFFEE,185
4547,7127,MILKSHAKE,73
17113,4878,TOPPING SYRUPS,246
11781,4738,MISCELLANEOUS,0
22539,7567,MISCELLANEOUS,35.5
5843,4346,AMERICAN HOT COFFEE,42.5
21749,1695,FOOD4,8
34061,7864,FLAVOURED TEA10,62.5
2495,9579,COMBO132,782.5
5345,1078,LEMONADE,263
32415,9237,FOOD106,382
15821,9832,MISCELLANEOUS,70
4839,7725,ESPRESSO HOT COFFEE,81
1543,1734,FILTER COFFEE,294.5
16057,721,FRAPPE,34.5
24585,3016,ETHIOPIAN HOT COFFEE,86.5
16931,8952,MISCELLANEOUS,202
2827,6174,ARABIAN COLD COFFEE,144
5635,5669,MISCELLANEOUS,180
15309,9379,TOPPING SYRUPS,181
20157,8216,TOPPING SYRUPS,96
12325,3489,FRAPPE,84.5
11935,8375,TOPPING SYRUPS,350
8341,9841,MISCELLANEOUS,194
31203,1885,COMBO125,86
25931,8504,AMERICAN HOT COFFEE,252.5
12739,10465,FOOD7,149.5
19097,6455,HOT CAPPUCCINO,296
20233,7928,ADD ON ESPRESSO,136.5
26541,4258,FRAPPE,213
33709,5263,FOOD68,283.5
28729,7838,NATURAL DRINK 1,266.5
15061,5300,FLAVOURED HTO COFFEE,402.5
26223,529,FOOD5,104
19645,10669,FRAPPE,79
9159,9944,MISCELLANEOUS,7
18817,10305,FOOD83,77
13119,9470,COMBO7,707
5449,2545,MISCELLANEOUS,346.5
2147,2876,FRAPPE,288
19899,5740,AMERICAN HOT COFFEE,108
33895,6107,ICE CREAM9,455.5
19527,10479,CHEESE SLICE,208
26291,300,MISCELLANEOUS,279
5445,9044,FRAPPE,75.5
20183,818,FOOD4,19.5
21441,6382,MISCELLANEOUS,562
7533,2872,AMERICAN HOT COFFEE,61.5
20417,9902,HOT CHOCOLATE,301
15019,5066,AMERICAN HOT COFFEE,58
9201,5129,CHEESE SLICE,394
34231,1882,MISCELLANEOUS,202.5
30355,5037,FRAPPE,240
13499,4548,REGULAR HOT COFFEE,150.5
9683,6017,COMBO32,109
12151,170,COMBO125,154.5
32293,9408,REGULAR HOT COFFEE,206
22567,29,FOOD133,256
25851,6483,MISCELLANEOUS,253
25403,7271,FRAPPE,0
25139,9166,WHIPPED CREAM,150.5
5009,5353,VANILLA ICE CREAMS,107
18859,10163,DARK HOT COFFEE,652.5
24365,288,OTHER DRINKS,79
7947,6998,AMERICAN HOT COFFEE,61.5
24879,5412,COMBO40,1014
34315,5715,CHEESE SLICE,264.5
29183,2858,FOOD25,92
21911,5872,FLAVOURED TEA5,123
24345,4249,ESPRESSO HOT COFFEE,51.5
20087,755,COMBO31,109
7079,9462,VANILLA ICE CREAMS,137.5
23595,6435,MISCELLANEOUS,256.5
539,5823,DARK COLD COFFEE,143
14583,1190,FOOD70,621
13773,9155,MISCELLANEOUS,208.5
1913,4065,AMERICAN HOT COFFEE,69
10561,8812,CHOCOLATE ICE CREAMS,408
33349,1690,FOOD101,544
28923,6664,DARK HOT COFFEE,449.5
26221,7863,FLAVOURED HTO COFFEE,209.5
21805,4362,FRAPPE,153.5
18833,2394,WHIPPED CREAM,286.5
9471,1425,COMBO32,497
12167,2304,CHEESE SLICE,553
26659,3583,AMERICAN HOT COFFEE,396.5
8519,9277,#N/A,95.5
18357,7436,LATTE HOT COFFEE,25
18627,21,FRAPPE,341.5
8749,7518,FOOD5,162
25679,10110,REGULAR HOT COFFEE,121
25319,735,FLAVOURED HTO COFFEE,190.5
21269,5680,VANILLA ICE CREAMS,237.5
4841,8397,TOPPING SYRUPS,316.5
29353,4112,FRAPPE,199.5
21097,7126,COMBO4,208.5
6529,10579,FRAPPE,160.5
27401,10524,ARABIAN HOT COFFEE,223
30833,2869,FILTER COFFEE,180.5
14799,6391,LATTE HOT COFFEE,181
4557,7516,MILKSHAKE,186.5
26357,4011,MISCELLANEOUS,90.5
12243,5716,MILKSHAKE,243.5
3801,4820,ESPRESSO HOT COFFEE,49
14769,5588,AMERICAN HOT COFFEE,123
5711,2701,FRAPPE,109
12529,326,ESPRESSO HOT COFFEE,277.5
18917,3400,FOOD56,435
5469,7587,MISCELLANEOUS,81
23825,4718,COOL BLUE,556.5
29181,10539,ADD ON ESPRESSO,225
23003,10411,AMERICAN HOT COFFEE,231
8379,4985,FRAPPE,129
6965,3997,MILKSHAKE,55
25723,2248,AMERICAN HOT COFFEE,132
17317,5593,VANILLA ICE CREAMS,207
27877,2686,CRUNCHY FRAPPE,72
31805,5754,AMERICAN HOT COFFEE,166
3191,8769,REGULAR HOT COFFEE,66
31477,9005,MISCELLANEOUS,177.5
27027,8905,MISCELLANEOUS,348.5
31271,5521,FOOD5,224
22047,1723,FRAPPE,0
17937,15,FOOD70,151
24485,10189,FOOD92,281
1291,8903,FOOD104,75
33321,1505,AMERICAN HOT COFFEE,517
20975,1717,AMERICAN HOT COFFEE,210.5
22665,8024,MISCELLANEOUS,1022.5
4427,753,MISCELLANEOUS,177.5
23653,5558,FRAPPE,100.5
13069,1557,FRAPPE,66.5
887,2937,WHIPPED CREAM,164
19665,2704,VANILLA ICE CREAMS,220.5
30631,4654,MISCELLANEOUS,14.5
18931,768,LATTE HOT COFFEE,439.5
5165,10194,CHEESE SLICE,86.5
13439,681,WHIPPED CREAM,29
24409,6810,FOOD5,529.5
32533,4139,MISCELLANEOUS,564
34537,3841,FOOD5,43.5
17589,6035,FRAPPE,350
31481,5430,MISCELLANEOUS,324
22501,2432,REGULAR HOT COFFEE,383
28569,638,CHEESE SLICE,266.5
7893,3550,MILKSHAKE,365
3691,4942,TOPPING SYRUPS,99
31111,2048,FOOD67,277
26467,3190,HOT CAPPUCCINO,66.5
1529,10372,MISCELLANEOUS,170
20293,3992,FRAPPE,0
31793,10766,MISCELLANEOUS,243
15961,7792,FRAPPE,241.5
17885,5541,FOOD10,158
25225,10616,FRAPPE,218.5
613,9017,AMERICAN HOT COFFEE,61.5
27423,2132,FRAPPE,100.5
1485,1608,MILKSHAKE,117
7127,7282,VANILLA ICE CREAMS,223
21205,1241,ICE CREAM1,96.5
33695,3591,MISCELLANEOUS,633.5
27013,1882,MISCELLANEOUS,93.5
12675,9430,MISCELLANEOUS,264
21399,3080,FLAVOURED HTO COFFEE,217
16887,5486,FLAVOURED TEA12,58
33755,8642,AMERICAN HOT COFFEE,65
13915,7565,MISCELLANEOUS,278.5
11907,2225,CRUNCHY FRAPPE,33.5
14775,4339,AMERICAN HOT COFFEE,170
20027,413,FRAPPE,436
33973,1610,AMERICAN HOT COFFEE,633
9889,3822,REGULAR HOT COFFEE,188
19819,9433,AMERICAN HOT COFFEE,32.5
32587,4111,FOOD102,85
5271,3324,COMBO3,58.5
24165,7581,FOOD36,271
30975,3352,MISCELLANEOUS,133.5
2833,5965,FOOD92,364
24609,6561,WHIPPED CREAM,240.5
24589,8066,FOOD136,214
34701,7873,DARK COLD COFFEE,285
7979,8997,FOOD6,47
11111,7603,TOPPING SYRUPS,253.5
14939,9245,FOOD36,139
29691,946,AMERICAN HOT COFFEE,14.5
4533,1941,CRUNCHY FRAPPE,75.5
3939,8040,FOOD1,104
13355,7819,SUPER COLD COFFEE,256
16023,1586,FOOD88,366
31795,6344,INDIAN COLD COFFEE,180
30565,643,FLAVOURED TEA7,270
8543,2674,LATTE HOT COFFEE,167.5
23891,3589,FOOD99,354.5
601,688,FLAVOURED HTO COFFEE,79
3561,679,MISCELLANEOUS,451
14583,1190,DARK COLD COFFEE,202
12179,4264,FRAPPE,79
16343,1237,MISCELLANEOUS,387.5
32699,1212,FLAVOURED TEA11,125
20193,2313,FOOD72,570.5
1095,2529,MISCELLANEOUS,15
19049,6006,MISCELLANEOUS,1000.5
16989,5531,FRAPPE,0
7461,2709,MISCELLANEOUS,208
14169,2457,HOT CAPPUCCINO,220
20371,3139,FOOD6,123
13731,5282,FRAPPE,465.5
5473,874,REGULAR COLD COFFEE,303
9029,9849,MISCELLANEOUS,193.5
24727,2810,CHEESE SLICE,20.5
6853,697,MISCELLANEOUS,15
25895,1928,MISCELLANEOUS,630
23827,1604,DARK COLD COFFEE,569
30951,3393,MISCELLANEOUS,594
33315,6958,MISCELLANEOUS,180.5
25907,2184,DARK COLD COFFEE,238.5
4083,6134,FOOD16,290
5555,1418,ARABIAN COLD COFFEE,1681
31597,6893,LATTE HOT COFFEE,270
23347,541,MISCELLANEOUS,7
24035,909,FRAPPE,200.5
32611,6305,FOOD142,322.5
1027,9592,FOOD108,551.5
21447,10491,CRUNCHY FRAPPE,165.5
19359,725,MISCELLANEOUS,287.5
17211,7712,FRAPPE,0
15919,3555,MISCELLANEOUS,35.5
13433,2287,COMBO44,265.5
15599,7335,FLAVOURED TEA4,35.5
8237,6894,MISCELLANEOUS,62.5
12491,8024,DARK COLD COFFEE,473.5
19515,7851,COMBO46,66.5
30979,6714,FRAPPE,687
6037,9834,AMERICAN HOT COFFEE,281
29137,1845,DARK COLD COFFEE,754
20423,2091,CHEESE SLICE,275
4023,173,HOT CAPPUCCINO,200
33861,1248,TOPPING SYRUPS,194.5
8649,404,FLAVOURED HTO COFFEE,102.5
13189,7945,FRAPPE,166
3651,4413,#N/A,349
7613,7633,MISCELLANEOUS,0
21659,3184,NEW CAPPUCINO,240.5
10509,4067,LATTE HOT COFFEE,150
4161,2629,MILKSHAKE,73
6921,2555,DARK HOT COFFEE,212
22827,9580,FOOD108,437.5
32895,4130,AMERICAN HOT COFFEE,110
23865,5121,CHEESE SLICE,515
23463,8213,AMERICAN HOT COFFEE,137
26309,6248,MISCELLANEOUS,125
15593,5618,#N/A,699
9957,6798,TOPPING SYRUPS,0
18439,6581,COMBO4,18.5
1225,6023,MILKSHAKE,117
29261,10352,ICE CREAM8,274
10059,10692,REGULAR HOT COFFEE,126
1845,2185,MISCELLANEOUS,312
11011,1363,FOOD5,43.5
11733,10286,TOPPING SYRUPS,14.5
11427,4392,AMERICAN HOT COFFEE,420.5
2187,2323,FRAPPE,896.5
32493,1901,FOOD1,139.5
32531,9803,MILKSHAKE,146
21175,176,FRAPPE,142.5
1767,2433,FRAPPE,37
24941,8392,TOPPING SYRUPS,122
23733,6823,FRAPPE,34.5
21401,6254,FLAVOURED TEA5,266.5
14639,7435,FLAVOURED TEA3,178.5
6005,3303,FOOD111,530.5
27575,10110,SUPER COLD COFFEE,160
24861,2466,MISCELLANEOUS,263
24579,7761,FLAVOURED TEA12,155.5
4507,4668,FRAPPE,228.5
26107,10291,FRAPPE,301
16765,8496,MISCELLANEOUS,826
17735,8243,MISCELLANEOUS,233.5
19329,5412,MISCELLANEOUS,14.5
5083,9203,MISCELLANEOUS,49.5
31837,10755,MISCELLANEOUS,195.5
34587,3841,HOT CAPPUCCINO,276.5
9377,3101,AMERICAN HOT COFFEE,51.5
20543,64,REGULAR HOT COFFEE,326.5
10013,4666,AMERICAN HOT COFFEE,552.5
25753,8127,FRAPPE,187.5
24771,2940,HOT CAPPUCCINO,98
23549,9314,VANILLA ICE CREAMS,588.5
22925,10540,COMBO6,73.5
6787,9472,MISCELLANEOUS,268
29179,9380,TOPPING SYRUPS,223
5841,4214,FLAVOURED HTO COFFEE,331
14573,2562,ESPRESSO HOT COFFEE,239.5
22213,1371,MISCELLANEOUS,253
1097,1347,LATTE HOT COFFEE,23
7061,5797,REGULAR HOT COFFEE,66
14861,9056,FOOD33,69.5
4803,1763,VANILLA ICE CREAMS,199.5
23135,7415,COMBO24,1123.5
7255,8041,FOOD105,493.5
10491,8999,#N/A,1211.5
30731,6437,SUPER COLD COFFEE,232.5
32515,7556,CRUNCHY FRAPPE,332
11669,5684,FLAVOURED TEA8,26.5
14403,5413,TOPPING SYRUPS,397.5
14743,5715,CHOCOLATE ICE CREAMS,249
12263,2713,TOPPING SYRUPS,356.5
33605,4586,FOOD71,490
30963,5952,FRAPPE,201
24643,6878,VANILLA ICE CREAMS,180
13899,3163,TOPPING SYRUPS,522
31815,109,FLAVOURED HTO COFFEE,159.5
2143,2623,FOOD5,222
3547,7301,MISCELLANEOUS,98
8033,2184,WHIPPED CREAM,464.5
33085,1639,CHEESE SLICE,568.5
5657,7786,VEGAN COLD COFFEE,79
7439,914,AMERICAN HOT COFFEE,234
27333,6742,COOL BLUE,348
17795,10665,HOT CAPPUCCINO,70.5
11477,10051,FOOD54,60
10021,6561,CHEESE SLICE,327
13225,424,AMERICAN HOT COFFEE,246
17155,9943,HOT CHOCOLATE,238.5
18897,9455,SUPER COLD COFFEE,128
26873,5854,FOOD137,171
6221,3162,HOT CAPPUCCINO,1318.5
34605,9136,AMERICAN HOT COFFEE,147.5
18143,8283,MISCELLANEOUS,177.5
2277,9224,AMERICAN HOT COFFEE,63.5
16153,8712,MISCELLANEOUS,474
31417,10641,MISCELLANEOUS,7
8145,1640,MISCELLANEOUS,157.5
32469,10279,FLAVOURED TEA11,758.5
13385,6593,FRAPPE,503.5
28979,2808,AMERICAN HOT COFFEE,13
3813,975,MILKSHAKE,146
26209,4628,DARK COLD COFFEE,253
23033,8007,TOPPING SYRUPS,308
33411,1951,FOOD72,262.5
24699,1503,MISCELLANEOUS,869.5
18321,4650,CHEESE SLICE,117.5
14803,2625,LATTE HOT COFFEE,69.5
7989,6658,REGULAR HOT COFFEE,210
31395,3373,FLAVOURED HTO COFFEE,306
4757,3301,AMERICAN HOT COFFEE,275
29895,2438,CHEESE SLICE,251
34761,6832,ICE CREAM8,182.5
29549,6520,FILTER COFFEE,216
26959,7377,AMERICAN HOT COFFEE,209
20569,8095,#N/A,533.5
31153,1991,MISCELLANEOUS,115
28217,1600,ADD ON ESPRESSO,30
22467,9681,LATTE HOT COFFEE,274.5
31523,6268,FOOD5,127
6915,961,AMERICAN HOT COFFEE,231
23239,6163,FLAVOURED TEA20,144
26743,363,MISCELLANEOUS,2022
13277,6973,VANILLA ICE CREAMS,200.5
5949,9349,FOOD2,89.5
29621,7139,DARK COLD COFFEE,632
24785,10449,TOPPING SYRUPS,340
8819,1620,DARK COLD COFFEE,127.5
17949,4315,MISCELLANEOUS,169.5
5829,3870,REGULAR HOT COFFEE,330.5
9307,1663,MILKSHAKE,631
29337,104,MISCELLANEOUS,125.5
13267,4282,MISCELLANEOUS,195
23341,6466,FRAPPE,181.5
11183,8062,FOOD9,412.5
32177,2580,MISCELLANEOUS,102.5
32329,642,MISCELLANEOUS,35.5
34721,4259,MISCELLANEOUS,761
12519,2841,TOPPING SYRUPS,511.5
25499,6554,LATTE HOT COFFEE,361
27737,6830,DARK HOT COFFEE,223
19343,2166,#N/A,738
2479,10703,ICE CREAM1,174.5
18077,7860,AMERICAN HOT COFFEE,247.5
25863,5500,FRAPPE,212
34457,5048,MISCELLANEOUS,436
6509,5789,FOOD4,553.5
16911,8343,COMBO125,157.5
5567,3395,MISCELLANEOUS,231.5
26717,6935,CRUNCHY FRAPPE,75.5
15337,4725,MISCELLANEOUS,338
18441,7306,FOOD100,354.5
14663,6958,FILTER COFFEE,346
10369,8124,FOOD77,216.5
28413,10176,FOOD7,161.5
17159,5162,VANILLA ICE CREAMS,854.5
27265,3702,FLAVOURED TEA9,203
23047,10657,COMBO12,109
2839,3929,MISCELLANEOUS,280.5
27157,10438,CHEESE SLICE,20.5
15311,7612,VANILLA ICE CREAMS,351
33569,3988,TOPPING SYRUPS,24
16387,124,#N/A,198
29461,6304,FOOD143,565.5
14913,5728,MISCELLANEOUS,74
23937,262,MISCELLANEOUS,372.5
21523,6109,REGULAR HOT COFFEE,80.5
6173,374,CHEESE SLICE,195.5
13021,1983,FOOD29,335.5
18419,6222,ICE CREAM9,295
22243,4174,MISCELLANEOUS,726.5
21831,952,FOOD132,91.5
2707,10511,WHIPPED CREAM,133
19271,2277,VANILLA ICE CREAMS,203
22861,1448,VANILLA ICE CREAMS,535.5
20563,3660,DARK COLD COFFEE,166.5
26031,8293,COMBO13,210
4581,6900,MISCELLANEOUS,336
25015,9834,AMERICAN HOT COFFEE,203
1653,9492,ARABIAN HOT COFFEE,518.5
18921,8745,COMBO31,215.5
13809,7949,SUPER COLD COFFEE,375.5
26429,7231,COMBO25,109
16189,5669,MISCELLANEOUS,942.5
22327,7139,COMBO1,177.5
9923,2976,CHEESE SLICE,432
1199,10069,AMERICAN HOT COFFEE,626.5
28357,1881,FOOD102,135.5
14029,4399,LATTE SHOT,23
22359,8010,VANILLA ICE CREAMS,137.5
22491,1283,FRAPPE,83
15155,3810,FOOD90,531.5
1091,8780,MISCELLANEOUS,15
10183,5825,DARK HOT COFFEE,137.5
20241,1135,CHEESE SLICE,87
3695,720,TOPPING SYRUPS,264.5
10981,6615,FRAPPE,206.5
13719,2293,AMERICAN HOT COFFEE,154.5
4129,2179,VANILLA ICE CREAMS,240.5
14749,7519,MISCELLANEOUS,254.5
16559,6517,DARK HOT COFFEE,351
7069,5396,FOOD40,225
32577,7326,FOOD36,264
9213,10296,FLAVOURED HTO COFFEE,352
18585,1834,FOOD142,244
22513,3268,MISCELLANEOUS,337
14137,10686,AMERICAN HOT COFFEE,306
17457,6830,MISCELLANEOUS,348.5
8429,5424,LATTE HOT COFFEE,203.5
8323,681,WHIPPED CREAM,198
6671,7006,FRAPPE,84.5
15181,2992,CHEESE SLICE,298
2077,2829,MISCELLANEOUS,279
8969,9850,FOOD85,413
14679,2826,AMERICAN HOT COFFEE,350
19341,4854,DARK HOT COFFEE,324
7059,10689,MILKSHAKE,278.5
7387,5813,FRAPPE,34.5
22031,4586,ESPRESSO HOT COFFEE,217
27257,8212,REGULAR HOT COFFEE,121
2587,5351,AMERICAN HOT COFFEE,42.5
8283,1943,AMERICAN HOT COFFEE,115.5
25765,7753,DARK COLD COFFEE,314.5
17643,1237,MISCELLANEOUS,219.5
6033,4586,TOPPING SYRUPS,252
27063,10213,LEMONADE,66.5
31661,8622,AMERICAN HOT COFFEE,90
28797,5446,CHEESE SLICE,1558.5
30397,6262,LATTE HOT COFFEE,148.5
20647,268,VEGAN COLD COFFEE,151
21859,2574,FOOD101,505.5
34367,2106,MISCELLANEOUS,130.5
34613,10636,MISCELLANEOUS,161.5
32925,3905,CHOCOLATE ICE CREAMS,610.5
33431,7625,FOOD30,70
28727,9107,INDIAN COLD COFFEE,660
7089,9355,MILKSHAKE,218.5
8285,8139,MISCELLANEOUS,377.5
34711,839,FOOD119,487
20517,3015,FRAPPE,261.5
16503,8372,MISCELLANEOUS,414
21355,2841,FOOD9,400
17101,3671,FLAVOURED HTO COFFEE,172.5
22153,3653,AMERICAN HOT COFFEE,132
7207,7290,CRUNCHY FRAPPE,112.5
23361,529,FRAPPE,418
14619,8886,FLAVOURED HTO COFFEE,364.5
29013,2248,ESPRESSO HOT COFFEE,169
31085,9061,FRAPPE,263.5
2573,9319,LATTE SHOT,300
32435,2580,MISCELLANEOUS,228.5
28561,7260,REGULAR HOT COFFEE,80.5
8825,232,FLAVOURED TEA7,370.5
30879,6434,FOOD132,27.5
4887,1370,FOOD5,51.5
20173,4628,CHEESE SLICE,320.5
27473,2096,FOOD4,19.5
9869,4668,FRAPPE,151
16955,8609,FLAVOURED HOT COFFEE,1005
7425,9035,FRAPPE,160.5
20227,10176,MISCELLANEOUS,289
17021,8013,FRAPPE,0
5961,7431,OTHER DRINKS,109.5
2613,6983,LEMONADE,316
30463,7380,AMERICAN HOT COFFEE,75
11719,7909,COMBO1,222
1453,6154,FILTER COFFEE,68
9175,8550,COMBO50,208
30211,10760,AMERICAN HOT COFFEE,244
25933,7346,ARABIAN HOT COFFEE,226
25681,5085,FRAPPE,418.5
16793,5809,LATTE HOT COFFEE,68
22895,8223,TOPPING SYRUPS,223.5
17695,10287,FOOD36,230
14613,7707,VEG PIZZA,297
13293,7390,REGULAR HOT COFFEE,213.5
515,6508,MISCELLANEOUS,176.5
6961,8364,FRAPPE,208
1303,5836,FRAPPE,219.5
26603,10040,CHEESE SLICE,318.5
701,10028,AMERICAN HOT COFFEE,378.5
3697,6651,ESPRESSO HOT COFFEE,51.5
8421,1212,AMERICAN HOT COFFEE,265
32831,9966,FOOD50,66.5
9589,782,AMERICAN HOT COFFEE,28
18327,8492,VANILLA ICE CREAMS,245.5
7455,8492,FLAVOURED HTO COFFEE,237.5
27501,2137,VANILLA ICE CREAMS,242.5
15383,3720,FRAPPE,114
6707,2744,VANILLA ICE CREAMS,61
27585,10651,MISCELLANEOUS,76.5
29329,84,FOOD136,50.5
8603,2881,FRAPPE,169
25245,10575,COMBO12,109
10365,2650,FLAVOURED LATTE,156.5
27687,572,CHEESE SLICE,178.5
17741,725,CRUNCHY FRAPPE,272
14955,365,ADD ON ESPRESSO,60.5
13505,13,DARK COLD COFFEE,39.5
9553,2712,FRAPPE,254.5
29655,7018,FRAPPE,395.5
32743,5377,TOPPING SYRUPS,250
1257,9772,FRAPPE,75.5
20927,6319,FRAPPE,208
10269,1542,COMBO122,185.5
34223,10325,TOPPING SYRUPS,644.5
8287,10459,FOOD6,365.5
14317,21,FRAPPE,221.5
24305,10716,AMERICAN HOT COFFEE,88
19829,10398,MISCELLANEOUS,259
16241,4883,FOOD6,558.5
13271,1674,FLAVOURED LATTE,84.5
10853,10678,FOOD32,69.5
10445,6385,COOL BLUE,81.5
8107,4392,AMERICAN HOT COFFEE,206
12517,9658,FRAPPE,411
16817,8030,MISCELLANEOUS,360
33487,7284,AMERICAN HOT COFFEE,210.5
23723,4175,AMERICAN HOT COFFEE,354
29031,4486,MISCELLANEOUS,144
21003,5982,CRUNCHY FRAPPE,75.5
27137,4383,CHEESE SLICE,41
27883,3521,ICE CREAM8,289
17815,200,VEGAN COLD COFFEE,157
15503,2439,MISCELLANEOUS,24
9761,2426,ETHIOPIAN HOT COFFEE,219
14921,6573,NATURAL DRINK 2,179
7727,8905,MISCELLANEOUS,395
23519,3210,TOPPING SYRUPS,315
23631,1883,MISCELLANEOUS,79
1981,2659,AMERICAN HOT COFFEE,80
20217,9986,FRAPPE,151
20777,4711,AMERICAN HOT COFFEE,315.5
29219,5392,CRUNCHY FRAPPE,337.5
12261,3819,COMBO20,0
4783,8236,TOPPING SYRUPS,269
1599,2771,MISCELLANEOUS,341.5
5527,1371,CHEESE SLICE,223.5
15029,6593,FOOD101,1727.5
23489,10147,FRAPPE,183
27055,2907,FOOD145,751
12971,6961,AMERICAN HOT COFFEE,259
12149,9849,CHEESE SLICE,482.5
21103,2147,COMBO25,368
31503,874,VANILLA ICE CREAMS,461
32101,2625,FLAVOURED HTO COFFEE,94
23323,2890,FLAVOURED TEA11,60
791,874,FILTER COFFEE,129
30167,7428,FOOD132,194.5
20441,4158,FLAVOURED HTO COFFEE,227
12665,4171,FOOD139,179
31183,8117,TOPPING SYRUPS,239.5
10847,10449,CHEESE SLICE,264.5
12479,8492,DARK COLD COFFEE,106
